DOI,URL,Access_through_publisher,Year_of_publication,Publisher,DOI-prefix,Publisher_VLOOKUP,,,,,,,,
10.1524/zpch.1987.155.Part_1_2.069,https://dx.doi.org/10.1524/zpch.1987.155.Part_1_2.069,no,1987,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1524/zpch.2012.0260,https://dx.doi.org/10.1524/zpch.2012.0260,no,2012,De Gruyter,10.1524,Technical University of Liberac,,,,,,,,
10.1525/aa.1985.87.1.02a00220,https://dx.doi.org/10.1525/aa.1985.87.1.02a00220,yes,1985,Wiley,10.1525,University of California Press,,,,,,,,
10.1525/aeq.1997.28.2.182,https://dx.doi.org/10.1525/aeq.1997.28.2.182,yes,1997,Wiley,10.1525,University of California Press,,,,,,,,
10.1525/ga.2006.13.2.1,https://dx.doi.org/10.1525/ga.2006.13.2.1,yes,2006,Wiley,10.1525,University of California Press,,,,,,,,
10.1525/jm.2010.27.2.135,https://dx.doi.org/10.1525/jm.2010.27.2.135,yes,2010,University of California Press,10.1525,University of California Press,,,,,,,,
10.1525/ncm.2007.31.1.028,https://dx.doi.org/10.1525/ncm.2007.31.1.028,yes,2007,University of California Press,10.1525,University of California Press,,,,,,,,
10.1525/si.1995.18.2.121,https://dx.doi.org/10.1525/si.1995.18.2.121,no,1995,JSTOR,10.1525,University of California Press,,,,,,,,
10.1529/biophysj.106.091421,https://dx.doi.org/10.1529/biophysj.106.091421,free from publisher,2006,Elsevier,10.1529,University of Bialystok,,,,,,,,
10.1529/biophysj.106.095596,https://dx.doi.org/10.1529/biophysj.106.095596,free from publisher,2007,Elsevier,10.1529,University of Bialystok,,,,,,,,
10.1529/biophysj.107.123018,https://dx.doi.org/10.1529/biophysj.107.123018,free from publisher,2008,Elsevier,10.1529,University of Bialystok,,,,,,,,
10.1530/REP-13-0395,https://dx.doi.org/10.1530/REP-13-0395,free from publisher,2013,Society for Reproduction and Fertility,10.153,Korea Association of Community Welfare Studies,,,,,,,,
10.1534/genetics.106.056069,https://dx.doi.org/10.1534/genetics.106.056069,free from publisher,2006,The Genetics Society of America,10.1534,The Genetics Society of America,,,,,,,,
10.1534/genetics.112.145540,https://dx.doi.org/10.1534/genetics.112.145540,free from publisher,2012,The Genetics Society of America,10.1534,The Genetics Society of America,,,,,,,,
10.1542/hpeds.2014-0198,https://dx.doi.org/10.1542/hpeds.2014-0198,yes,2014,American Academy of Pediatrics,10.1542,"Medical Media Communications LTD, T/A Radcliffe Cardiology",,,,,,,,
10.1542/peds.2014-3386,https://dx.doi.org/10.1542/peds.2014-3386,yes,2014,American Academy of Pediatrics,10.1542,"Medical Media Communications LTD, T/A Radcliffe Cardiology",,,,,,,,
10.1557/JMR.1990.1246,https://dx.doi.org/10.1557/JMR.1990.1246,no,1990,Cambridge University Press,10.1557,Cambridge University Press (Materials Research Society),,,,,,,,
10.1557/PROC-432-139,https://dx.doi.org/10.1557/PROC-432-139,no,1997,Cambridge University Press,10.1557,Cambridge University Press (Materials Research Society),,,,,,,,
10.1586/14737140.2014.972946,https://dx.doi.org/10.1586/14737140.2014.972946,no,2014,Taylor & Francis,10.1586,Korean Generative Grammar Circle,,,,,,,,
10.1586/14760584.2015.1026808,https://dx.doi.org/10.1586/14760584.2015.1026808,no,2015,Taylor & Francis,10.1586,Korean Generative Grammar Circle,,,,,,,,
10.1586/14760584.2016.1129905,https://dx.doi.org/10.1586/14760584.2016.1129905,no,2016,Taylor & Francis,10.1586,Korean Generative Grammar Circle,,,,,,,,
10.1586/14779072.2013.824181,https://dx.doi.org/10.1586/14779072.2013.824181,no,2013,Taylor & Francis,10.1586,Korean Generative Grammar Circle,,,,,,,,
10.1586/14779072.2013.839942,https://dx.doi.org/10.1586/14779072.2013.839942,no,2013,Taylor & Francis,10.1586,Korean Generative Grammar Circle,,,,,,,,
10.1586/14787210.2013.826989,https://dx.doi.org/10.1586/14787210.2013.826989,yes,2013,Taylor & Francis,10.1586,Korean Generative Grammar Circle,,,,,,,,
10.1586/14789450.2016.1121113,https://dx.doi.org/10.1586/14789450.2016.1121113,no,2016,Taylor & Francis,10.1586,Korean Generative Grammar Circle,,,,,,,,
10.1586/1744666X.2015.1018891,https://dx.doi.org/10.1586/1744666X.2015.1018891,no,2015,Taylor & Francis,10.1586,Korean Generative Grammar Circle,,,,,,,,
10.1586/17474086.2013.845000,https://dx.doi.org/10.1586/17474086.2013.845000,no,2013,Taylor & Francis,10.1586,Korean Generative Grammar Circle,,,,,,,,
10.1586/eci.11.5,https://dx.doi.org/10.1586/eci.11.5,no,2011,Taylor & Francis,10.1586,Korean Generative Grammar Circle,,,,,,,,
10.1586/erp.10.72,https://dx.doi.org/10.1586/erp.10.72,no,2010,Taylor & Francis,10.1586,Korean Generative Grammar Circle,,,,,,,,
10.1586/erp.10.87,https://dx.doi.org/10.1586/erp.10.87,no,2011,Taylor & Francis,10.1586,Korean Generative Grammar Circle,,,,,,,,
10.1586/erp.11.42,https://dx.doi.org/10.1586/erp.11.42,no,2011,Taylor & Francis,10.1586,Korean Generative Grammar Circle,,,,,,,,
10.1672/0277-5212(2004)024[0562:IEBORN]2.0.CO;2,https://dx.doi.org/10.1672/0277-5212(2004)024[0562:IEBORN]2.0.CO;2,yes,2004,Springer,10.1672,BioOne (Society of Wetland Scientists),,,,,,,,
10.1677/joe.1.05921,https://dx.doi.org/10.1677/joe.1.05921,free from publisher,2005,BioScientifica (Society for Endocrinology),10.1677,BioScientifica (Society for Endocrinology),,,,,,,,
10.1681/ASN.2014030281,https://dx.doi.org/10.1681/ASN.2014030281,free from publisher,2014,American Society of Nephrology,10.1681,American Society of Nephrology,,,,,,,,
10.1684/bdc.2013.1739,https://dx.doi.org/10.1684/bdc.2013.1739,-,-,-,10.1684,Journal of Rehabilitation Research & Development,,,,,,,,
10.1691/ph.2016.5735,https://dx.doi.org/10.1691/ph.2016.5735,-,-,-,10.1691,Association of Western Art History,,,,,,,,
10.1889/JSID17.4.383,https://dx.doi.org/10.1889/JSID17.4.383,yes,2000,Wiley,10.1889,Society for Information Display,,,,,,,,
10.1890/0012-9658(2001)082[3449:DASSOI]2.0.CO;2,https://dx.doi.org/10.1890/0012-9658(2001)082[3449:DASSOI]2.0.CO;2,yes,2001,Wiley,10.189,Ecological Society of America,,,,,,,,
10.1890/09-0134.1,https://dx.doi.org/10.1890/09-0134.1,yes,2010,Wiley,10.189,Ecological Society of America,,,,,,,,
10.1890/1051-0761(1997)007[0653:TNPILV]2.0.CO;2,https://dx.doi.org/10.1890/1051-0761(1997)007[0653:TNPILV]2.0.CO;2,yes,1997,Wiley,10.189,Ecological Society of America,,,,,,,,
10.1891/rtnp.16.2.103.53006,https://dx.doi.org/10.1891/rtnp.16.2.103.53006,-,-,-,10.1891,Springer Publishing Company,,,,,,,,
10.1899/10-035.1,https://dx.doi.org/10.1899/10-035.1,yes,2010,University of Chicago Press,10.1899,BioOne (Society for Freshwater Science),,,,,,,,
10.1902/jop.1992.63.7.567,https://dx.doi.org/10.1902/jop.1992.63.7.567,yes,1992,American Academy of Periodontology,10.1902,American Academy of Periodontology,,,,,,,,
10.2106/JBJS.M.01408,https://dx.doi.org/10.2106/JBJS.M.01408,yes,2014,Journal of Bone and Joint Surgery,10.2106,Journal of Bone and Joint Surgery,,,,,,,,
10.2106/JBJS.N.00404,https://dx.doi.org/10.2106/JBJS.N.00404,yes,2015,Journal of Bone and Joint Surgery,10.2106,Journal of Bone and Joint Surgery,,,,,,,,
10.2112/08-1031.1,https://dx.doi.org/10.2112/08-1031.1,free from publisher,2009,BioOne,10.2112,BioOne (Coastal Education and Research Foundation),,,,,,,,
10.2113/gselements.2.6.335,https://dx.doi.org/10.2113/gselements.2.6.335,no,2006,GeoScienceWorld,10.2113,GeoScienceWorld,,,,,,,,
10.2136/sssaj1998.03615995006200020026x,https://dx.doi.org/10.2136/sssaj1998.03615995006200020026x,no,1998,Soil Science Society of America,10.2136,Soil Science Society of America,,,,,,,,
10.2138/am-2004-0711,https://dx.doi.org/10.2138/am-2004-0711,no,2004,Mineralogical Society of America,10.2138,Mineralogical Society of America,,,,,,,,
10.2146/ajhp140390,https://dx.doi.org/10.2146/ajhp140390,no,2015,American Society of Health System Pharmacists,10.2146,American Society of Health System Pharmacists,,,,,,,,
10.2147/AGG.S74598,https://dx.doi.org/10.2147/AGG.S74598,free from publisher,2015,Dove Medical Press,10.2147,Dove Medical Press,,,,,,,,
10.2165/00019053-200624100-00009,https://dx.doi.org/10.2165/00019053-200624100-00009,yes,2006,Springer,10.2165,Springer - Adis,,,,,,,,
10.2165/11537780-000000000-00000,https://dx.doi.org/10.2165/11537780-000000000-00000,yes,2010,Springer,10.2165,Springer - Adis,,,,,,,,
10.2165/11593380-000000000-00000,https://dx.doi.org/10.2165/11593380-000000000-00000,no,2011,Springer,10.2165,Springer - Adis,,,,,,,,
10.2167/jtcc051.0,https://dx.doi.org/10.2167/jtcc051.0,yes,2007,Taylor & Francis,10.2167,Informa UK (Multilingual Matters),,,,,,,,
10.2189/asqu.51.3.420,https://dx.doi.org/10.2189/asqu.51.3.420,-,-,-,10.2189,"Johnson Graduate School of Management, Cornell University",,,,,,,,
10.2202/1544-6115.1128,https://dx.doi.org/10.2202/1544-6115.1128,yes,2005,De Gruyter,10.2202,Berkeley Electronic Press,,,,,,,,
10.2202/1940-1639.1223,https://dx.doi.org/10.2202/1940-1639.1223,free from publisher,2006,Taylor & Francis,10.2202,Berkeley Electronic Press,,,,,,,,
10.2216/11-17.1,https://dx.doi.org/10.2216/11-17.1,no,2012,International Phycological Society,10.2216,International Phycological Society,,,,,,,,
10.2217/fon.15.318,https://dx.doi.org/10.2217/fon.15.318,no,2015,Future Medicine,10.2217,Future Medicine,,,,,,,,
10.2217/ica.15.25,https://dx.doi.org/10.2217/ica.15.25,no,2015,Future Medicine,10.2217,Future Medicine,,,,,,,,
10.2217/nnm.14.157,https://dx.doi.org/10.2217/nnm.14.157,no,2014,Future Medicine,10.2217,Future Medicine,,,,,,,,
10.2217/nnm.14.32,https://dx.doi.org/10.2217/nnm.14.32,no,2014,Future Medicine,10.2217,Future Medicine,,,,,,,,
10.2217/nnm.15.178,https://dx.doi.org/10.2217/nnm.15.178,no,2015,Future Medicine,10.2217,Future Medicine,,,,,,,,
10.2217/pgs.14.149,https://dx.doi.org/10.2217/pgs.14.149,no,2014,Future Medicine,10.2217,Future Medicine,,,,,,,,
10.2217/PGS.15.70,https://dx.doi.org/10.2217/PGS.15.70,free from publisher,2015,Future Medicine,10.2217,Future Medicine,,,,,,,,
10.2217/pgs.15.81,https://dx.doi.org/10.2217/pgs.15.81,no,2015,Future Medicine,10.2217,Future Medicine,,,,,,,,
10.2217/pmt.14.26,https://dx.doi.org/10.2217/pmt.14.26,no,2014,Future Medicine,10.2217,Future Medicine,,,,,,,,
10.2307/1006826,https://dx.doi.org/10.2307/1006826,yes,1991,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/1126753,https://dx.doi.org/10.2307/1126753,no,1963,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/1217894,https://dx.doi.org/10.2307/1217894,no,1951,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/1223768,https://dx.doi.org/10.2307/1223768,no,1998,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/12345,https://dx.doi.org/10.2307/12345,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/1410074,https://dx.doi.org/10.2307/1410074,no,1988,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/1418888,https://dx.doi.org/10.2307/1418888,no,1950,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/1468304,https://dx.doi.org/10.2307/1468304,yes,2002,University of Chicago Press,10.2307,JSTOR,,,,,,,,
10.2307/1486047,https://dx.doi.org/10.2307/1486047,no,1998,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/149650,https://dx.doi.org/10.2307/149650,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/1809766,https://dx.doi.org/10.2307/1809766,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/182492,https://dx.doi.org/10.2307/182492,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/1829943,https://dx.doi.org/10.2307/1829943,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/1925976,https://dx.doi.org/10.2307/1925976,yes,1985,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/1942684,https://dx.doi.org/10.2307/1942684,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/20204924,https://dx.doi.org/10.2307/20204924,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/20406441,https://dx.doi.org/10.2307/20406441,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/20641446,https://dx.doi.org/10.2307/20641446,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/2083428,https://dx.doi.org/10.2307/2083428,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/20837003,https://dx.doi.org/10.2307/20837003,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/20837091,https://dx.doi.org/10.2307/20837091,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/20837165,https://dx.doi.org/10.2307/20837165,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/20837265,https://dx.doi.org/10.2307/20837265,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/20838954,https://dx.doi.org/10.2307/20838954,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/20839061,https://dx.doi.org/10.2307/20839061,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/20839164,https://dx.doi.org/10.2307/20839164,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/20839922,https://dx.doi.org/10.2307/20839922,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/20840099,https://dx.doi.org/10.2307/20840099,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/2095300,https://dx.doi.org/10.2307/2095300,yes,1987,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/2095521,https://dx.doi.org/10.2307/2095521,yes,1986,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/2099526,https://dx.doi.org/10.2307/2099526,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/2124946,https://dx.doi.org/10.2307/2124946,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/2136530,https://dx.doi.org/10.2307/2136530,yes,1978,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/223293,https://dx.doi.org/10.2307/223293,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/2251299,https://dx.doi.org/10.2307/2251299,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/2295229,https://dx.doi.org/10.2307/2295229,yes,1987,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/2295400,https://dx.doi.org/10.2307/2295400,yes,1993,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/23031296,https://dx.doi.org/10.2307/23031296,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/23316300,https://dx.doi.org/10.2307/23316300,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/23316303,https://dx.doi.org/10.2307/23316303,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/2333251,https://dx.doi.org/10.2307/2333251,yes,1957,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/23599690,https://dx.doi.org/10.2307/23599690,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/23602143,https://dx.doi.org/10.2307/23602143,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/24003602,https://dx.doi.org/10.2307/24003602,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/24007186,https://dx.doi.org/10.2307/24007186,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/2401411,https://dx.doi.org/10.2307/2401411,yes,1967,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/248873,https://dx.doi.org/10.2307/248873,yes,1986,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/25148643,https://dx.doi.org/10.2307/25148643,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/2533400,https://dx.doi.org/10.2307/2533400,yes,1994,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/2564539,https://dx.doi.org/10.2307/2564539,yes,1998,Journal of Philosophy,10.2307,JSTOR,,,,,,,,
10.2307/25663799,https://dx.doi.org/10.2307/25663799,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/257025,https://dx.doi.org/10.2307/257025,no,1997,Academy of Management,10.2307,JSTOR,,,,,,,,
10.2307/2667032,https://dx.doi.org/10.2307/2667032,yes,1999,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/27807080,https://dx.doi.org/10.2307/27807080,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/27902119,https://dx.doi.org/10.2307/27902119,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/2874,https://dx.doi.org/10.2307/2874,yes,1970,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/2946651,https://dx.doi.org/10.2307/2946651,no,1995,Oxford University Press,10.2307,JSTOR,,,,,,,,
10.2307/3010647,https://dx.doi.org/10.2307/3010647,yes,1998,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/3090253,https://dx.doi.org/10.2307/3090253,yes,2002,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/3132137,https://dx.doi.org/10.2307/3132137,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/3173674,https://dx.doi.org/10.2307/3173674,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/3182781,https://dx.doi.org/10.2307/3182781,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/3338313,https://dx.doi.org/10.2307/3338313,yes,1985,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/3348969,https://dx.doi.org/10.2307/3348969,no,1966,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/3381222,https://dx.doi.org/10.2307/3381222,no,2001,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/3583469,https://dx.doi.org/10.2307/3583469,yes,2005,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/3766249,https://dx.doi.org/10.2307/3766249,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/3780801,https://dx.doi.org/10.2307/3780801,yes,1995,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/3780825,https://dx.doi.org/10.2307/3780825,yes,1995,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/40403086,https://dx.doi.org/10.2307/40403086,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/40403089,https://dx.doi.org/10.2307/40403089,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/40403236,https://dx.doi.org/10.2307/40403236,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/40403700,https://dx.doi.org/10.2307/40403700,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/40403726,https://dx.doi.org/10.2307/40403726,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/40403950,https://dx.doi.org/10.2307/40403950,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/40403951,https://dx.doi.org/10.2307/40403951,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/40403952,https://dx.doi.org/10.2307/40403952,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/40403953,https://dx.doi.org/10.2307/40403953,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/40404407,https://dx.doi.org/10.2307/40404407,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/40604622,https://dx.doi.org/10.2307/40604622,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/40727317,https://dx.doi.org/10.2307/40727317,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/40728908,https://dx.doi.org/10.2307/40728908,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/40971127,https://dx.doi.org/10.2307/40971127,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/40971710,https://dx.doi.org/10.2307/40971710,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/41158465,https://dx.doi.org/10.2307/41158465,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/41497540,https://dx.doi.org/10.2307/41497540,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/41739022,https://dx.doi.org/10.2307/41739022,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/41739023,https://dx.doi.org/10.2307/41739023,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/4177898,https://dx.doi.org/10.2307/4177898,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/4181870,https://dx.doi.org/10.2307/4181870,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/4225942,https://dx.doi.org/10.2307/4225942,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/4226223,https://dx.doi.org/10.2307/4226223,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/42711815,https://dx.doi.org/10.2307/42711815,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/42712158,https://dx.doi.org/10.2307/42712158,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/42753693,https://dx.doi.org/10.2307/42753693,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/43030568,https://dx.doi.org/10.2307/43030568,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/43054914,https://dx.doi.org/10.2307/43054914,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/4328391,https://dx.doi.org/10.2307/4328391,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/4382354,https://dx.doi.org/10.2307/4382354,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/4407136,https://dx.doi.org/10.2307/4407136,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/449534,https://dx.doi.org/10.2307/449534,yes,1967,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/4532041,https://dx.doi.org/10.2307/4532041,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/461947,https://dx.doi.org/10.2307/461947,yes,1977,JSTOR,10.2307,JSTOR,,,,,,,,
10.2307/864844,https://dx.doi.org/10.2307/864844,-,-,-,10.2307,JSTOR,,,,,,,,
10.2307/975505,https://dx.doi.org/10.2307/975505,no,1978,JSTOR,10.2307,JSTOR,,,,,,,,
10.2337/dc12-0063,https://dx.doi.org/10.2337/dc12-0063,free from publisher,2012,American Diabetes Association,10.2337,American Diabetes Association,,,,,,,,
10.2337/diabetes.49.3.424,https://dx.doi.org/10.2337/diabetes.49.3.424,free from publisher,2000,American Diabetes Association,10.2337,American Diabetes Association,,,,,,,,
10.2466/04.22.24.PR0.108.3.893-907,https://dx.doi.org/10.2466/04.22.24.PR0.108.3.893-907,yes,2011,Ammons Scientific,10.2466,Ammons Scientific,,,,,,,,
10.2478/s11658-014-0185-5,https://dx.doi.org/10.2478/s11658-014-0185-5,free from publisher,2014,De Gruyter,10.2478,De Gruyter Open Sp. z o.o.,,,,,,,,
10.2478/s11756-012-0105-y,https://dx.doi.org/10.2478/s11756-012-0105-y,free from publisher,2012,De Gruyter,10.2478,De Gruyter Open Sp. z o.o.,,,,,,,,
